CERN - 2018-02-22 11:04:06	subject Field	concept definition	concept source	Concept create by user	Concept create date	Concept modified by user	Concept modified date	Lang	Term Status	Term Form	Term definition	Term create by user	Term create date	Term modified by user	Term modified date
_145	Rules/circulars			John	2006-01-20	Odile Martin	2007-01-20	FR	p	appareil respiratoire autonome	Appareil autonome comprenant un masque et un sac respiratoire dans lequel est débité de l'oxygène ou de l'air ordinaire comprimé en bouteilles. Termium.	super	2007-01-09	super	2007-01-09
_145	Rules/circulars			John	2006-01-20	Odile Martin	2007-01-20	FR	p	masque autosauveteur		super	2007-01-09	super	2007-01-09
_146	Computing			John	2006-01-20	Odile	2006-01-18	EN-GB	p	e-science		super	2007-01-09	super	2007-01-09
_146	Computing			John	2006-01-20	Odile	2006-01-18	FR	p	science en ligne		super	2007-01-09	super	2007-01-09
_148	Civil engineering			John	2006-01-20	Odile	2006-01-18	EN-GB	p	espagnolette bolt	A fastening for a French door or casement window consisting of a long rod with hooks at the top and bottom of the sash both of which are turned by a single handle to hook around fixed pins in the window frame. Idem.	super	2007-01-09	super	2007-01-09
_148	Civil engineering			John	2006-01-20	Odile	2006-01-18	FR	p	espagnolette	Dispositif ancien de fermeture des croisées et des persiennes, composé d'une tige pivotante munie d'une poignée basculante, et, à ses extrémités, de crochets méplats qui pénètrent dans des gâches lardées dans les traverses haute et basse du dormant de l'huisserie. Termium.	super	2007-01-09	super	2007-01-09
_149	Bodies/organisations			John	2006-01-20	Odile Martin	2007-01-17	EN-GB	p	ESPRIT		super	2007-01-09	Odile Martin	2007-01-17
_149	Bodies/organisations			John	2006-01-20	Odile Martin	2007-01-17	EN-GB	p	European Strategic Programme for Research and Development in Information Technologies	European Union programme that funds technology research at an early stage of development.	super	2007-01-09	Odile Martin	2007-01-17
_149	Bodies/organisations			John	2006-01-20	Odile Martin	2007-01-17	FR	p	programme stratégique européen de recherche et de développement relatif aux technologies de l’information		super	2007-01-09	Odile Martin	2007-01-17
_150	Bodies/organisations			Odile	2006-01-29	Odile Martin	2009-01-29	EN-GB	p	European Strategy for Particle Physics		super	2007-01-09	Odile Martin	2007-01-18
_150	Bodies/organisations			Odile	2006-01-29	Odile Martin	2009-01-29	FR	p	stratégie européenne pour la physique des particules		super	2007-01-09	Odile Martin	2008-01-01
_150	Bodies/organisations			Odile	2006-01-29	Odile Martin	2009-01-29	FR	p	Orientations stratégiques de la physique des particules en Europe		Odile Martin	2007-01-18	Odile Martin	2008-01-01
_151	Bodies/organisations			Odile	2006-01-29	Odile Martin	2007-01-18	EN-GB	p	Draft Strategy Document		super	2007-01-09	super	2007-01-09
_151	Bodies/organisations			Odile	2006-01-29	Odile Martin	2007-01-18	EN-GB	p	DSD		super	2007-01-09	super	2007-01-09
_151	Bodies/organisations			Odile	2006-01-29	Odile Martin	2007-01-18	FR	p	projet de document d'orientation stratégique	Projet de document élaboré par le Groupe d'orientation stratégique prenant la forme d'une liste numérotée de positions concises, suivie de la présentation et de l'analyse de projets, soumis au Conseil du CERN lors de sa session spéciale de juillet 2006, à Lisbonne. D'après CERN/2685.	super	2007-01-09	super	2007-01-09
_152	Physics			Natalie	2006-01-19	Natalie Garde	2009-01-26	EN-GB	p	phenomenology	Part of theoretical particle physics that deals with the application of theory to high energy particle physics experiments. Wikipedia	super	2007-01-09	super	2007-01-09
_152	Physics			Natalie	2006-01-19	Natalie Garde	2009-01-26	FR	p	phénoménologie		super	2007-01-09	super	2007-01-09
_153	Physics			Natalie	2006-01-20	Natalie	2006-01-10	EN-GB	p	centre of mass		super	2007-01-09	super	2007-01-09
_153	Physics			Natalie	2006-01-20	Natalie	2006-01-10	FR	p	centre de masse		super	2007-01-09	super	2007-01-09
_154	Bodies/organisations			Natalie	2006-01-10	Odile Martin	2009-01-30	EN-GB	p	Scientific Policy Committee		super	2007-01-09	super	2007-01-09
_154	Bodies/organisations			Natalie	2006-01-10	Odile Martin	2009-01-30	EN-GB	p	SPC		super	2007-01-09	Odile Martin	2009-01-30
_154	Bodies/organisations			Natalie	2006-01-10	Odile Martin	2009-01-30	FR	p	Comité des directives scientifiques		super	2007-01-09	super	2007-01-09
_154	Bodies/organisations			Natalie	2006-01-10	Odile Martin	2009-01-30	FR	p	SPC		super	2007-01-09	super	2007-01-09
_154	Bodies/organisations			Natalie	2006-01-10	Odile Martin	2009-01-30	DE	p	Wissenschaftsausschuss		super	2007-01-09	super	2007-01-09
_155	Bodies/organisations			Natalie	2006-01-11	Natalie Garde	2009-01-13	EN-GB	p	CERN Health Insurance Scheme		super	2007-01-09	super	2007-01-09
_155	Bodies/organisations			Natalie	2006-01-11	Natalie Garde	2009-01-13	EN-GB	p	CHIS		super	2007-01-09	super	2007-01-09
_155	Bodies/organisations			Natalie	2006-01-11	Natalie Garde	2009-01-13	FR	p	Régime d'assurance maladie du CERN		super	2007-01-09	super	2007-01-09
_155	Bodies/organisations			Natalie	2006-01-11	Natalie Garde	2009-01-13	FR	p	CHIS		super	2007-01-09	super	2007-01-09
_156	Accelerator technology			Externe	2006-01-17	Odile Martin	2009-01-29	EN-GB	p	target chamber		super	2007-01-09	super	2007-01-09
_156	Accelerator technology			Externe	2006-01-17	Odile Martin	2009-01-29	FR	p	chambre des cibles		super	2007-01-09	Odile Martin	2007-01-17
_158	Accelerator technology			Externe	2006-01-17	Odile Martin	2009-01-29	EN-GB	p	reflector		super	2007-01-09	super	2007-01-09
_158	Accelerator technology			Externe	2006-01-17	Odile Martin	2009-01-29	FR	p	réflecteur		super	2007-01-09	super	2007-01-09
_159	Accelerator technology			Externe	2006-01-17	Odile Martin	2009-01-29	EN-GB	p	target station		super	2007-01-09	super	2007-01-09
_159	Accelerator technology			Externe	2006-01-17	Odile Martin	2009-01-29	FR	p	poste de cible		super	2007-01-09	super	2007-01-09
_163	Accelerator technology			Externe	2006-01-17	Odile Martin	2009-01-29	EN-GB	p	hadron stop		super	2007-01-09	super	2007-01-09
_163	Accelerator technology			Externe	2006-01-17	Odile Martin	2009-01-29	FR	p	système d'arrêt de faisceau	Système situé à la sortie du tunnel de désintégration, ayant pour but de stopper toutes les particules non absorbées dans la cible et autres matériaux du CNGS ainsi que tous les pions et kaons qui ne se sont pas désintégrés avant d'arriver jusque-là. CERN AC Note (2000-03) - Description générale du Projet CNGS, p. 16.	super	2007-01-09	super	2007-01-09
_166	Bodies/organisations			Natalie	2006-01-08	Natalie Garde	2009-01-26	EN-GB	p	SAPOCO		super	2007-01-09	super	2007-01-09
_166	Bodies/organisations			Natalie	2006-01-08	Natalie Garde	2009-01-26	EN-GB	p	Safety Policy Committee		super	2007-01-09	super	2007-01-09
_166	Bodies/organisations			Natalie	2006-01-08	Natalie Garde	2009-01-26	FR	p	SAPOCO		super	2007-01-09	super	2007-01-09
_166	Bodies/organisations			Natalie	2006-01-08	Natalie Garde	2009-01-26	FR	p	Comité pour la politique de sécurité	Organe consultatif pour la définition de la politique de sécurité et toutes les autres questions importantes qui se posent au CERN dans ce domaine. "Politique de sécurité", site Web de la Commission de sécurité.	super	2007-01-09	super	2007-01-09
_167	Accelerator technology			Natalie	2006-01-29	Natalie Garde	2009-01-13	EN-GB	p	Large Hadron Collider		super	2007-01-09	super	2007-01-09
_167	Accelerator technology			Natalie	2006-01-29	Natalie Garde	2009-01-13	EN-GB	p	LHC		super	2007-01-09	super	2007-01-09
_167	Accelerator technology			Natalie	2006-01-29	Natalie Garde	2009-01-13	FR	p	Grand collisionneur de hadrons		super	2007-01-09	super	2007-01-09
_167	Accelerator technology			Natalie	2006-01-29	Natalie Garde	2009-01-13	FR	p	LHC		super	2007-01-09	super	2007-01-09
_168	Accelerator technology			Odile	2006-01-17	Odile Martin	2007-01-05	EN-GB	p	feedback		super	2007-01-09	super	2007-01-09
_168	Accelerator technology			Odile	2006-01-17	Odile Martin	2007-01-05	FR	p	asservissement		super	2007-01-09	super	2007-01-09
_169	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	EN-GB	p	Merit Advancement and Promotion Scheme		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_169	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	EN-GB	p	MAPS		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_169	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	FR	p	Système d'avancement au mérite et de promotion		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_169	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	FR	p	MAPS		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_170	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	EN-GB	p	Merit-Oriented Advancement System		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_170	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	EN-GB	p	MOAS		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_170	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	FR	p	Système d'avancement au mérite		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_170	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	FR	p	MOAS		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_171	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	EN-GB	p	Merit Appraisal and Recognition Scheme		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_171	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	EN-GB	p	MARS		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_171	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	FR	p	Système d'évaluation et de reconnaissance du mérite		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_171	Rules/circulars			Odile Martin	2007-01-20	Odile Martin	2009-01-30	FR	p	MARS		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_172	Law			Odile Martin	2007-01-20	Odile Martin	2009-01-30	EN-GB	p	Legal brief	A short spoken or written statement giving facts about a law case Longman Dictionary of Contemporary English.	Odile Martin	2007-01-20	Odile Martin	2007-01-20
_172	Law			Odile Martin	2007-01-20	Odile Martin	2009-01-30	FR	p	Note juridique		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_173	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-30	EN-GB	p	infant allowance		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_173	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-30	FR	p	allocation de petite enfance		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_173	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-30	FR	p	allocation petite enfance		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_174	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	EN-GB	p	award for extraordinary service		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_174	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	FR	p	prime pour services extraordinaires		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_175	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	EN-GB	p	premium for exceptional services		Odile Martin	2007-01-21	Odile Martin	2007-01-17
_175	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	EN-GB	p	exceptional service premium		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_175	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	EN-GB	p	ESP		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_175	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	FR	p	prime pour services exceptionnels		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_175	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	DE	p	Prämie für besonders hervorragende Leistungen		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_176	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	EN-GB	p	exceptional performance award		Odile Martin	2007-01-21	Odile Martin	2007-01-17
_176	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	EN-GB	p	EPA		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_176	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	FR	p	prime pour performances exceptionnelles		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_177	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	EN-GB	p	exceptional advancement zone		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_177	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	EN-GB	p	EAZ		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_177	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	FR	p	zone d'avancement exceptionnel		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_177	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	FR	p	ZAE		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_178	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	EN-GB	p	exceptional career path extension		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_178	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	EN-GB	p	ECE		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_178	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	FR	p	extension exceptionnelle de filière de carrière		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_178	Rules/circulars			Odile Martin	2007-01-21	Odile Martin	2009-01-29	FR	p	extension exceptionnelle de carrière		Odile Martin	2007-01-21	Odile Martin	2007-01-21
_179	Bodies/organisations			Odile Martin	2007-01-28	Odile Martin	2009-01-02	EN-GB	p	Working Group on CERN Governance		Odile Martin	2007-01-28	Odile Martin	2007-01-28
_179	Bodies/organisations			Odile Martin	2007-01-28	Odile Martin	2009-01-02	FR	p	Groupe de travail sur la gouvernance du CERN		Odile Martin	2007-01-28	Odile Martin	2007-01-28
_180	Pension Fund			Odile Martin	2007-01-28	Odile Martin	2009-01-30	EN-GB	p	Study Group on Pension Fund Governance		Odile Martin	2007-01-28	Odile Martin	2007-01-19
_180	Pension Fund			Odile Martin	2007-01-28	Odile Martin	2009-01-30	EN-GB	p	Study Group on a New Governance Structure for the CERN Pension Fund		Odile Martin	2007-01-19	Odile Martin	2007-01-19
_180	Pension Fund			Odile Martin	2007-01-28	Odile Martin	2009-01-30	FR	p	Groupe d'étude sur la gouvernance de la Caisse de pensions		Odile Martin	2007-01-28	Odile Martin	2007-01-28
_180	Pension Fund			Odile Martin	2007-01-28	Odile Martin	2009-01-30	FR	p	Groupe d'étude sur la nouvelle structure de gouvernance de la Caisse de pensions du CERN		Odile Martin	2007-01-19	Odile Martin	2007-01-19
_181	Rules/circulars			Odile Martin	2007-01-29	Odile Martin	2011-01-15	EN-GB	p	search committee		Odile Martin	2007-01-29	Odile Martin	2007-01-29
_181	Rules/circulars			Odile Martin	2007-01-29	Odile Martin	2011-01-15	FR	p	comité de candidature		Odile Martin	2007-01-29	Odile Martin	2007-01-29
_182	Bodies/organisations			Odile Martin	2007-01-29	Odile Martin	2011-01-09	EN-GB	p	Working Group on the Selection Procedure for the Director General		Odile Martin	2007-01-29	Odile Martin	2007-01-23
_182	Bodies/organisations			Odile Martin	2007-01-29	Odile Martin	2011-01-09	FR	p	Groupe de travail sur la procédure de sélection du Directeur général	Groupe de travail créé par le Comité du Conseil à sa 133e réunion (mars 1998) et ayant le mandat suivant: "examiner diverses options pour la procédure de sélection du Directeur général et en souligner les avantages et désavantages en vue de la poursuite des discusssions au sein du Comité". CERN/CC/2317.	Odile Martin	2007-01-29	Odile Martin	2007-01-29
_183	Bodies/organisations			Odile Martin	2007-01-29	Odile Martin	2008-01-02	EN-GB	p	Working group on the Review of Purchasing Policy and Procedures		Odile Martin	2007-01-29	Odile Martin	2008-01-03
_183	Bodies/organisations			Odile Martin	2007-01-29	Odile Martin	2008-01-02	FR	p	Groupe de travail sur la politique et les procédures du CERN en matière d'achats		Odile Martin	2007-01-29	Odile Martin	2007-01-29
_184	Accelerator technology			Natalie	2005-01-13	Odile Martin	2007-01-05	EN-GB	p	LASER Project		super	2007-01-09	Odile Martin	2007-01-02
_184	Accelerator technology			Natalie	2005-01-13	Odile Martin	2007-01-05	FR	p	LHC Alarm SERvice Project	Sub-project of the general LHC-Controls Project (LHC-CP), for the analysis, design and procurement of the alarms management service of the future LHC control system. LASER Project website.				
_188	Accelerator technology			Odile Martin	2007-01-17	Odile Martin	2009-01-29	EN-GB	p	horn		Odile Martin	2007-01-17	Odile Martin	2007-01-17
