CERN - 2018-02-22 11:04:06	subject Field	concept definition	concept source	Concept create by user	Concept create date	Concept modified by user	Concept modified date	Lang	Term Status	Term Form	Term definition	Term create by user	Term create date	Term modified by user	Term modified date
_1	Electronics/Electricity			John	2005-01-19	Odile Martin	2008-01-30	EN-GB	p	portable electronics crate		super	2007-01-09	super	2007-01-09
_1	Electronics/Electricity			John	2005-01-19	Odile Martin	2008-01-30	FR	p	châssis valise		super	2007-01-09	super	2007-01-09
_2	Accelerator technology			John	2005-01-19	Odile Martin	2007-01-17	EN-GB	p	mole		super	2007-01-09	super	2007-01-09
_2	Accelerator technology			John	2005-01-19	Odile Martin	2007-01-17	EN-GB	p	magnetic field probe		super	2007-01-09	super	2007-01-09
_2	Accelerator technology			John	2005-01-19	Odile Martin	2007-01-17	FR	p	taupe	Appareil de mesure magnétique des aimants dipolaires du LHC. Procédure de mesure magnétique des dipôles LHC (AT-MTM-FM).	super	2007-01-09	super	2007-01-09
_3	Bodies/organisations			Natalie	2005-01-19	Natalie Garde	2009-01-13	EN-GB	p	Global Science Forum		super	2007-01-09	super	2007-01-09
_3	Bodies/organisations			Natalie	2005-01-19	Natalie Garde	2009-01-13	EN-GB	p	GSF		super	2007-01-09	super	2007-01-09
_3	Bodies/organisations			Natalie	2005-01-19	Natalie Garde	2009-01-13	FR	p	Forum mondial de la science	Lieu de dialogue entre hauts responsable de la politique scientifique des pays membres de l'OCDE. D'après site Web de l'OCDE (Qu'est-ce que le Forum mondial de la science?).	super	2007-01-09	super	2007-01-09
_3	Bodies/organisations			Natalie	2005-01-19	Natalie Garde	2009-01-13	FR	p	GSF		super	2007-01-09	super	2007-01-09
_4	Accelerator technology			John	2005-01-19	Odile Martin	2013-01-29	EN-GB	p	bus bar	Main cable that carries the current for powering the magnets outside the magnet coil. LHC Design Report, vol. 1, 2004, chap. 2, p. 6	super	2007-01-09	super	2007-01-09
_4	Accelerator technology			John	2005-01-19	Odile Martin	2013-01-29	EN-GB	p	busbar					
_4	Accelerator technology			John	2005-01-19	Odile Martin	2013-01-29	FR	p	jeu de barres		super	2007-01-09	super	2007-01-09
_4	Accelerator technology			John	2005-01-19	Odile Martin	2013-01-29	FR	p	barre omnibus	Conducteur de faible impédance auquel peuvent être reliés plusieurs circuits électriques en des points séparés. IEC - Commission Electrotechnique Internationale, IEV number 151-12-30	super	2007-01-09	super	2007-01-09
_5	Accelerator technology			John	2005-01-19	Natalie	2006-01-10	EN-GB	p	fine blanking	The operation of punching, cutting, or shearing a piece out of stock to a predetermined shape. Termium.	super	2007-01-09	super	2007-01-09
_5	Accelerator technology			John	2005-01-19	Natalie	2006-01-10	FR	p	estampage		super	2007-01-09	super	2007-01-09
_5	Accelerator technology			John	2005-01-19	Natalie	2006-01-10	FR	p	découpage fin		super	2007-01-09	super	2007-01-09
_6	Accelerator technology			Odile	2005-01-19	Odile Martin	2009-01-29	EN-GB	p	Antiproton Accumulator Complex	Antiproton machines. PS Divisional Report, 1993.	super	2007-01-09	super	2007-01-09
_6	Accelerator technology			Odile	2005-01-19	Odile Martin	2009-01-29	EN-GB	p	AAC		super	2007-01-09	super	2007-01-09
_6	Accelerator technology			Odile	2005-01-19	Odile Martin	2009-01-29	FR	p	installations d'accumulation des antiprotons		super	2007-01-09	super	2007-01-09
_8	Physics			Lisa	2005-01-20	Odile Martin	2007-01-17	EN-GB	p	decay tunnel	Tunnel that will join the lower end of the target chamber and the upper end of the chamber for the hadron stop. CERN AC Note 2000-03.	super	2007-01-09	Odile Martin	2007-01-20
_8	Physics			Lisa	2005-01-20	Odile Martin	2007-01-17	FR	p	tunnel de désintégration		super	2007-01-09	Odile Martin	2007-01-17
_9	Bodies/organisations			Odile	2005-01-21	Natalie	2006-01-10	EN-GB	p	Coordinated Accelerator Research in Europe	Project whose aim is to generate a structured and integrated European area in the field of accelerator research and related R&D. According to CARE Consortium Agreement, Annex I, Description of Work.	super	2007-01-09	super	2007-01-09
_9	Bodies/organisations			Odile	2005-01-21	Natalie	2006-01-10	EN-GB	p	CARE		super	2007-01-09	super	2007-01-09
_9	Bodies/organisations			Odile	2005-01-21	Natalie	2006-01-10	FR	p	Recherche coordonnée sur les accélérateurs en Europe		super	2007-01-09	super	2007-01-09
_9	Bodies/organisations			Odile	2005-01-21	Natalie	2006-01-10	FR	p	CARE		super	2007-01-09	super	2007-01-09
_10	Accelerator technology			Odile	2005-01-21	Natalie	2006-01-10	EN-GB	p	European Design Study Towards a Global TeV Linear Collider	A three-year design study as part of the critical R&D for the proposed International Linear electron-positron Collider (ILC), operating at the centre-of-mass energy frontier of 500-1000 GeV. According to EUROTeV Website (Official technical description of the project).	super	2007-01-09	super	2007-01-09
_10	Accelerator technology			Odile	2005-01-21	Natalie	2006-01-10	EN-GB	p	EUROTeV		super	2007-01-09	super	2007-01-09
_10	Accelerator technology			Odile	2005-01-21	Natalie	2006-01-10	FR	p	Etude générale sur la conception d'un collisionneur linéaire de leptons		super	2007-01-09	super	2007-01-09
_10	Accelerator technology			Odile	2005-01-21	Natalie	2006-01-10	FR	p	EUROTeV		super	2007-01-09	super	2007-01-09
_11	Bodies/organisations			Odile	2005-01-21	Odile Martin	2007-01-20	EN-GB	p	European Steering Group on Accelerator R&D	Group set up by the directors of CCLRC, CERN, DAPNIA/CEA, DESY, LNF, Orsay/IN2P3, and PSI in consultation with ECFA, which should develop a proposal to optimize and enhance the outcome of the research and technical development in the field of accelerator physics in order to prepare and conduct a coherent set of bids to apply for EU funding in the 6th Framework Programme. According to ESGARD Website.	super	2007-01-09	Odile Martin	2007-01-20
_11	Bodies/organisations			Odile	2005-01-21	Odile Martin	2007-01-20	EN-GB	p	ESGARD		super	2007-01-09	super	2007-01-09
_11	Bodies/organisations			Odile	2005-01-21	Odile Martin	2007-01-20	FR	p	Comité européen de coordination pour la R&D sur les accélérateurs		super	2007-01-09	super	2007-01-09
_11	Bodies/organisations			Odile	2005-01-21	Odile Martin	2007-01-20	FR	p	ESGARD		super	2007-01-09	super	2007-01-09
_12	Computing			Odile	2005-01-21	Odile Martin	2007-01-20	EN-GB	p	EURONS		super	2007-01-09	Odile Martin	2007-01-20
_12	Computing			Odile	2005-01-21	Odile Martin	2007-01-20	EN-GB	p	Integrated Infrastructure Initiative of the European nuclear structure scientists		Odile Martin	2007-01-20	Odile Martin	2007-01-20
_12	Computing			Odile	2005-01-21	Odile Martin	2007-01-20	FR	p	Initiative européenne d'infrastructure intégrée dans le domaine de la structure nucléaire		super	2007-01-09	super	2007-01-09
_12	Computing			Odile	2005-01-21	Odile Martin	2007-01-20	FR	p	EURONS		super	2007-01-09	super	2007-01-09
_13	Bodies/organisations			Odile	2005-01-21	Odile Martin	2013-01-09	EN-GB	p	Integrated Infrastructure Initiative	Programme which combines in one single action several activities to reinforce and develop research infrastructures to provide services at the European level. According to Euratom Research Projects and Training Activities, Vol. I, European Commission, EUR 21228 (http://europa.eu.int/comm/research/energy/pdf/nuclear_fission_en.pdf)	super	2007-01-09	super	2007-01-09
_13	Bodies/organisations			Odile	2005-01-21	Odile Martin	2013-01-09	EN-GB	p	3I		super	2007-01-09	super	2007-01-09
_13	Bodies/organisations			Odile	2005-01-21	Odile Martin	2013-01-09	FR	p	Initiative d'infrastructure intégrée		super	2007-01-09	super	2007-01-09
_13	Bodies/organisations			Odile	2005-01-21	Odile Martin	2013-01-09	FR	p	3I		super	2007-01-09	super	2007-01-09
_14	Bodies/organisations			Odile	2005-01-21	Natalie	2006-01-10	EN-GB	p	Specific Targeted Research Project	Project which aims to improve European competitiveness. According to Euratom Research Projects and Training Activities, Vol. I, European Commission, EUR 21228 (http://europa.eu.int/comm/research/energy/pdf/nuclear_fission_en.pdf).	super	2007-01-09	super	2007-01-09
_14	Bodies/organisations			Odile	2005-01-21	Natalie	2006-01-10	EN-GB	p	STREP		super	2007-01-09	super	2007-01-09
_14	Bodies/organisations			Odile	2005-01-21	Natalie	2006-01-10	FR	p	projet de recherche spécifique ciblé	Projet visant à améliorer la compétitivité européenne et à répondre aux besoins de la société ou des politiques communautaires en se concentrant sur des objectifs clairement délimités et en adoptant soit la forme d'un projet de recherche et de développement technologique ou d'un projet de démonstration conçu pour prouver la viabilité de nouvelles technologies offrant des avantages économiques potentiels mais ne pouvant être commercialisés directement, soit une combinaison des deux. D'après Instrument du 6e Programme-cadre, Mettre en oeuvre les domaines thématiques prioritaires du Sixième Programme-cadre, juin 2003, EUR 20493 (http://europa.eu.int/comm/research/fp6/pdf/brochure-fp6_fr.pdf).	super	2007-01-09	super	2007-01-09
_14	Bodies/organisations			Odile	2005-01-21	Natalie	2006-01-10	FR	p	STREP		super	2007-01-09	super	2007-01-09
_15	Accelerator technology			Odile	2005-01-21	Odile Martin	2009-01-29	EN-GB	p	European Isotope-Separation-On-Line Radioactive Ion Beam Facility		super	2007-01-09	Odile Martin	2007-01-06
_15	Accelerator technology			Odile	2005-01-21	Odile Martin	2009-01-29	EN-GB	p	EURISOL		super	2007-01-09	Odile Martin	2007-01-06
_15	Accelerator technology			Odile	2005-01-21	Odile Martin	2009-01-29	FR	p	Installation européenne à faisceaux d'ions radioactifs obtenus par séparation en ligne des isotopes		super	2007-01-09	super	2007-01-09
_15	Accelerator technology			Odile	2005-01-21	Odile Martin	2009-01-29	FR	p	EURISOL		super	2007-01-09	super	2007-01-09
_16	Computing			Odile	2005-01-27	Natalie	2006-01-10	EN-GB	p	South Eastern European GRid-enabled eInfrastructure Development	Initiative to provide specific support actions to assist the participation of the South Eastern European states to the pan-European and worldwide Grid initiatives by establishing a seamless and interoperable pilot-Grid infrastructure that will expand and support the European Research Area in the region. According to SEE-GRID brochure.	super	2007-01-09	super	2007-01-09
_16	Computing			Odile	2005-01-27	Natalie	2006-01-10	EN-GB	p	SEE-GRID		super	2007-01-09	super	2007-01-09
_16	Computing			Odile	2005-01-27	Natalie	2006-01-10	FR	p	développement d'une infrastructure en ligne adaptée à une grille pour l'Europe du Sud-Est	Projet devant permettre de fournir aux pays du sud-est de l'Europe un accès aux infrastructures de recherche de l'Europe centrale et ainsi de combler la fracture numérique existant entre les deux régions. D'après www.cordis.europa.eu (Lancement de la grille de calcul du sud-est européen), 18 mai 2006	super	2007-01-09	super	2007-01-09
_16	Computing			Odile	2005-01-27	Natalie	2006-01-10	FR	p	SEE-GRID		super	2007-01-09	super	2007-01-09
_17	Physics			Natalie	2005-01-28	Odile Martin	2009-01-29	EN-GB	p	design study	Feasibility study and technnical preparatory work concerning new infrastructures of European significance, undertaken by one or a number of national or international authorities. The Sixth Framework Programme in brief, European Commission, Dec. 2002 (http://europa.eu.int/comm/research/fp6/pdf/fp6-in-brief-en.pdf).	super	2007-01-09	super	2007-01-09
_17	Physics			Natalie	2005-01-28	Odile Martin	2009-01-29	FR	p	étude de conception	Etude de faisabilité et travaux préparatoires techniques pour la création d'infrastructures nouvelles d'envergure européenne. www.cordis.lu (CORDIS lance le service Infrastructures du 6ème PCRD).	super	2007-01-09	super	2007-01-09
_17	Physics			Natalie	2005-01-28	Odile Martin	2009-01-29	DE	p	Designstudie		super	2007-01-09	super	2007-01-09
_18	Accelerator technology			Natalie	2005-01-28	Odile Martin	2013-01-10	EN-GB	p	Low Energy Antiproton Ring		super	2007-01-09	super	2007-01-09
_18	Accelerator technology			Natalie	2005-01-28	Odile Martin	2013-01-10	EN-GB	p	LEAR		super	2007-01-09	super	2007-01-09
_18	Accelerator technology			Natalie	2005-01-28	Odile Martin	2013-01-10	FR	p	anneau d'antiprotons de faible énergie		super	2007-01-09	super	2007-01-09
_18	Accelerator technology			Natalie	2005-01-28	Odile Martin	2013-01-10	FR	p	LEAR		super	2007-01-09	Odile Martin	2013-01-10
_18	Accelerator technology			Natalie	2005-01-28	Odile Martin	2013-01-10	DE	p	Ringanlage für Antiprotonen mit niederer Energie		super	2007-01-09	Odile Martin	2007-01-02
_18	Accelerator technology			Natalie	2005-01-28	Odile Martin	2013-01-10	DE	p	LEAR		super	2007-01-09	Odile Martin	2007-01-02
_19	Accelerator technology			Natalie	2005-01-28	Odile Martin	2009-01-29	EN-GB	p	Antiproton Accumulator	Antiproton source built at CERN in 1980 to produce and accumulate high energy antiprotons to feed into the SPS in order to transform it into a proton-antiproton collider. According to Live from CERN - The antimatter Factory; CERN Courier, Dec. 1999, p. 17 (40 years of CERN's Proton Synchrotron).	super	2007-01-09	super	2007-01-09
_19	Accelerator technology			Natalie	2005-01-28	Odile Martin	2009-01-29	EN-GB	p	AA		super	2007-01-09	super	2007-01-09
_19	Accelerator technology			Natalie	2005-01-28	Odile Martin	2009-01-29	FR	p	Accumulateur d'antiprotons	Source d'antiprotons en forme d'anneau, construite au CERN en 1980, destinée à produire et accumuler des antiprotons de haute énergie, qui seront acheminés vers le SPS, convertissant ainsi ce dernier en collisionneur proton-antiproton. D'après Courrier CERN, déc. 1999, p. 17 (40 ans du Synchrotron à protons du CERN).	super	2007-01-09	super	2007-01-09
_19	Accelerator technology			Natalie	2005-01-28	Odile Martin	2009-01-29	FR	p	Anneau accumulateur d'antiprotons		super	2007-01-09	super	2007-01-09
_19	Accelerator technology			Natalie	2005-01-28	Odile Martin	2009-01-29	FR	p	AA		super	2007-01-09	super	2007-01-09
_19	Accelerator technology			Natalie	2005-01-28	Odile Martin	2009-01-29	DE	p	Antiprotonen-Akkumulator		super	2007-01-09	super	2007-01-09
_20	Rules/circulars			Odile	2005-01-29	Natalie	2006-01-10	EN-GB	p	academic training		super	2007-01-09	super	2007-01-09
_20	Rules/circulars			Odile	2005-01-29	Natalie	2006-01-10	FR	p	enseignement académique	Série de cours magistraux sur des sujets de la physique des hautes énergies et des domaines connexes de la physique appliquée, l'ingénierie et l'informatique, et, occasionnellement, sur d'autres sujets scientifiques intéressants sans rapport direct avec les activités principales du CERN. D'après Bulletin CERN 42/98 (Le programme d'enseignement académique: une tradition d'excellence).	super	2007-01-09	super	2007-01-09
_21	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	EN-GB	p	Accelerators and Beams Department	CERN's organizational unit responsible for beam generation, acceleration, transfer, control and delivery for the CERN accelerator complex which contributes, in its domain of competences, to the control of operation and maintenance of the whole accelerator complex. According to CERN/SPC/831-CERN/CC/2520.	super	2007-01-09	super	2007-01-09
_21	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	EN-GB	p	AB Department		super	2007-01-09	super	2007-01-09
_21	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	FR	p	département Accélérateurs et faisceaux		super	2007-01-09	Odile Martin	2009-01-22
_21	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	FR	p	département AB		Odile Martin	2009-01-22	Odile Martin	2009-01-22
_22	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	EN-GB	p	Accelerator Technology Department	CERN's organizational unit whose mandate is to build the LHC and CNGS projects, to operate and maintain the CERN accelerator complex and whose specific domains of competences are superconductors, superconducting and resistive accelerator magnets, electrical engineering for superconducting systems, cryostats, cryogenics and vacuum systems for accelerators and detectors. CERN/SPC/831-CERN/CC/2520 Proposed new Organization for CERN), Sep.2003.	super	2007-01-09	Odile Martin	2007-01-02
_22	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	EN-GB	p	AT Department		Odile Martin	2007-01-02	Odile Martin	2007-01-02
_22	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	FR	p	département Technologie des accélérateurs	Unité organique du CERN chargée de construire le LHC et le CNGS, de faire fonctionner et d'assurer la maintenance de l'ensemble des accélérateurs du CERN et dont les domaines spécifiques de compétences concernent les supraconducteurs, les aimants supraconducteurs et résistifs pour les accélérateurs, le génie électrique pour les systèmes supraconducteurs, les cryostats, la cryogénie et les systèmes de vide pour les accélérateurs et les détecteurs. D'après CERN/SPC/831-CERN/CC/2520 .	super	2007-01-09	Odile Martin	2009-01-22
_22	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	FR	p	département AT		Odile Martin	2007-01-02	Odile Martin	2009-01-22
_23	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	EN-GB	p	Accelerator Technology Division		super	2007-01-09	super	2007-01-09
_23	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	EN-GB	p	AT Division		super	2007-01-09	super	2007-01-09
_23	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	FR	p	Division Technologie des accélérateurs		super	2007-01-09	super	2007-01-09
_23	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	FR	p	Division AT		super	2007-01-09	super	2007-01-09
_24	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	EN-GB	p	Technical Support Department	CERN's organizational unit whose mandate is to provide support for the technical infrastructure of CERN, accelerators, experiments and services related to the site operation and maintenance. According to CERN/SPC/831-CERN/CC/2520.	super	2007-01-09	super	2007-01-09
_24	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	EN-GB	p	TS Department		super	2007-01-09	super	2007-01-09
_24	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	FR	p	département Support technique		super	2007-01-09	Odile Martin	2009-01-22
_24	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	FR	p	département TS		Odile Martin	2009-01-22	Odile Martin	2009-01-22
_25	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	EN-GB	p	Technical Support Division		super	2007-01-09	super	2007-01-09
_25	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	EN-GB	p	TS Division		super	2007-01-09	super	2007-01-09
_25	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	FR	p	Division Support technique		super	2007-01-09	super	2007-01-09
_25	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	FR	p	Division ST		super	2007-01-09	super	2007-01-09
_25	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	DE	p	Abteilung Technische Dienste		super	2007-01-09	super	2007-01-09
_25	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	DE	p	ST Abteilung		super	2007-01-09	super	2007-01-09
_26	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	EN-GB	p	Information Technology Department		super	2007-01-09	Odile Martin	2009-01-22
_26	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	EN-GB	p	IT Department		Odile Martin	2009-01-22	Odile Martin	2009-01-22
_26	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	FR	p	département Technologie de l'information	Unité organique du CERN chargée de pourvoir à l'infrastructure informatique du Laboratoire, fournir des services en matériels et logiciels axés sur les applications, fournir des logiciels pour les services d'information de gestion, fournir des services pour la production, la gestion et la diffusion d'informations sous forme de documents électroniques, d'images et de supports multimédias, mettre au point des solutions pour le traitement décentralisé de grands flux de données à très vaste échelle et de mettre au point et déployer une infrastructure de grille planétaire dictée par les besoins des expériences LHC. D'après CERN/SPC/831-CERN/CC/2520.	super	2007-01-09	Odile Martin	2009-01-22
_26	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	FR	p	département Technologies de l'information		super	2007-01-09	Odile Martin	2009-01-23
_26	Bodies/organisations			Odile	2005-01-29	Odile Martin	2009-01-26	FR	p	département IT		Odile Martin	2009-01-23	Odile Martin	2009-01-23
_27	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	EN-GB	p	Information Technology Division		super	2007-01-09	super	2007-01-09
_27	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	EN-GB	p	IT Division		super	2007-01-09	super	2007-01-09
_27	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	FR	p	Division Technologie de l'information		super	2007-01-09	super	2007-01-09
_27	Bodies/organisations			Odile	2005-01-29	Odile Martin	2007-01-02	FR	p	Division IT		super	2007-01-09	super	2007-01-09
_28	Bodies/organisations			Natalie	2005-01-12	Odile Martin	2009-01-16	EN-GB	p	CERN Audit Committee		super	2007-01-09	super	2007-01-09
_28	Bodies/organisations			Natalie	2005-01-12	Odile Martin	2009-01-16	EN-GB	p	CAC		super	2007-01-09	super	2007-01-09
_28	Bodies/organisations			Natalie	2005-01-12	Odile Martin	2009-01-16	FR	p	Comité d'audit du CERN	Organe consultatif créé par le Conseil en décembre 2002 chargé de donner au Conseil des avis sur la gestion des risques et les procédures de contrôle en place dans l'Organisation. D'après CERN/2471/Rev.2	super	2007-01-09	super	2007-01-09
_28	Bodies/organisations			Natalie	2005-01-12	Odile Martin	2009-01-16	FR	p	CAC		super	2007-01-09	super	2007-01-09
_29	Finance			Natalie	2005-01-12	Natalie Garde	2009-01-13	EN-GB	p	Invitation to Tender		super	2007-01-09	super	2007-01-09
_29	Finance			Natalie	2005-01-12	Natalie Garde	2009-01-13	EN-GB	p	IT		super	2007-01-09	super	2007-01-09
_29	Finance			Natalie	2005-01-12	Natalie Garde	2009-01-13	EN-GB	p	Call for Tender		super	2007-01-09	super	2007-01-09
_29	Finance			Natalie	2005-01-12	Natalie Garde	2009-01-13	FR	p	Appel d'offres		super	2007-01-09	super	2007-01-09
_29	Finance			Natalie	2005-01-12	Natalie Garde	2009-01-13	DE	p	Ausschreibung		super	2007-01-09	super	2007-01-09
_29	Finance			Natalie	2005-01-12	Natalie Garde	2009-01-13	DE	p	Aufforderung zur Angebotsabgabe		super	2007-01-09	super	2007-01-09
_30	Finance			Natalie	2005-01-12	Odile Martin	2007-01-05	EN-GB	p	Price Enquiry		super	2007-01-09	super	2007-01-09
_30	Finance			Natalie	2005-01-12	Odile Martin	2007-01-05	EN-GB	p	PE		super	2007-01-09	super	2007-01-09
_30	Finance			Natalie	2005-01-12	Odile Martin	2007-01-05	FR	p	demande d'offres		super	2007-01-09	super	2007-01-09
_30	Finance			Natalie	2005-01-12	Odile Martin	2007-01-05	DE	p	Preiseanfrage		super	2007-01-09	super	2007-01-09
_31	Finance			Natalie	2005-01-12	Odile Martin	2007-01-05	EN-GB	p	market survey		super	2007-01-09	super	2007-01-09
_31	Finance			Natalie	2005-01-12	Odile Martin	2007-01-05	EN-GB	p	MS		super	2007-01-09	super	2007-01-09
_31	Finance			Natalie	2005-01-12	Odile Martin	2007-01-05	FR	p	étude de marché		super	2007-01-09	super	2007-01-09
_32	Bodies/organisations			Natalie	2005-01-12	Natalie Garde	2009-01-26	EN-GB	p	LHC Accelerator Research Program		super	2007-01-09	Natalie Garde	2009-01-26
_32	Bodies/organisations			Natalie	2005-01-12	Natalie Garde	2009-01-26	EN-GB	p	LARP		super	2007-01-09	super	2007-01-09
_33	Rules/circulars			Natalie	2005-01-12	Odile Martin	2010-01-20	EN-GB	p	career path		super	2007-01-09	Odile Martin	2007-01-02
_33	Rules/circulars			Natalie	2005-01-12	Odile Martin	2010-01-20	FR	p	filière de carrière		super	2007-01-09	super	2007-01-09
_33	Rules/circulars			Natalie	2005-01-12	Odile Martin	2010-01-20	DE	p	berufliche Laufbahn		super	2007-01-09	super	2007-01-09
_34	Rules/circulars			Natalie	2005-01-12	Natalie	2006-01-11	EN-GB	p	career review		super	2007-01-09	super	2007-01-09
_34	Rules/circulars			Natalie	2005-01-12	Natalie	2006-01-11	FR	p	examen de carrière		super	2007-01-09	super	2007-01-09
_35	Physics			Natalie	2005-01-12	Odile Martin	2011-01-21	EN-GB	p	clean event		super	2007-01-09	super	2007-01-09
_35	Physics			Natalie	2005-01-12	Odile Martin	2011-01-21	FR	p	événement pur	Evénement qui subsiste après correction des données pour tenir compte de tous les effets possibles connus. Ancien glossaire.	super	2007-01-09	super	2007-01-09
_35	Physics			Natalie	2005-01-12	Odile Martin	2011-01-21	FR	p	événement clair		Odile Martin	2011-01-21	Odile Martin	2011-01-21
_36	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	EN-GB	p	Accelerators and Beams Division		super	2007-01-09	super	2007-01-09
_36	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	EN-GB	p	AB Division		super	2007-01-09	super	2007-01-09
_36	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	FR	p	Division Accélérateurs et faisceaux		super	2007-01-09	super	2007-01-09
_36	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	FR	p	Division AB		super	2007-01-09	super	2007-01-09
_37	Bodies/organisations			Odile	2005-01-25	Odile Martin	2009-01-26	EN-GB	p	Human Resources Department	CERN's organizational unit whose mandate is among others to provide administrative support to top management in relation to human resources, to support line management in the departments and to perform centralised service tasks. According to CERN/SPC/831-CERN/CC/2520.	super	2007-01-09	super	2007-01-09
_37	Bodies/organisations			Odile	2005-01-25	Odile Martin	2009-01-26	EN-GB	p	HR Department		super	2007-01-09	super	2007-01-09
_37	Bodies/organisations			Odile	2005-01-25	Odile Martin	2009-01-26	FR	p	département des ressources humaines	Unité organique du CERN chargée entre autres de fournir un appui administratif à la Direction générale en matière de ressources humaines, d'apporter un appui à la hiérarchie des départements et d'exécuter des tâches de services centralisés. D'après CERN/SPC/831-CERN/CC/2520.	super	2007-01-09	Odile Martin	2009-01-22
_37	Bodies/organisations			Odile	2005-01-25	Odile Martin	2009-01-26	FR	p	département HR		super	2007-01-09	Odile Martin	2009-01-22
_38	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	EN-GB	p	Human Resources Division		super	2007-01-09	super	2007-01-09
_38	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	EN-GB	p	HR Division		super	2007-01-09	super	2007-01-09
_38	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	FR	p	Division des ressources humaines		super	2007-01-09	super	2007-01-09
_38	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	DE	p	personelle Resourcenabteilung		super	2007-01-09	super	2007-01-09
_39	Bodies/organisations			Odile	2005-01-25	Odile Martin	2009-01-26	EN-GB	p	Finance Department	CERN's organizational unit whose mandate is to be responsible for financial planning and control, accounting, contributions of Member States and others, treasury and cash management, to be in charge of all financial and commercial aspects of procurement and logistics as well as of the definition of organisation and procedures, and of computing applications for end-users in the administration area. According to CERN/SPC/831-CERN/CC/2520.	super	2007-01-09	super	2007-01-09
_39	Bodies/organisations			Odile	2005-01-25	Odile Martin	2009-01-26	EN-GB	p	FI Department		super	2007-01-09	super	2007-01-09
_39	Bodies/organisations			Odile	2005-01-25	Odile Martin	2009-01-26	FR	p	département des finances	Unité organique du CERN chargée de la planification et du contrôle financiers, des comptes, des contributions des Etats membres ou autres, ainsi que de la gestion de la trésorerie et des liquidités, de traiter toutes les questions financières et commerciales concernant l'approvisionnement et la logistique et de définir l'organisation et les procédures, ainsi que les applications informatiques pour les utilisateurs finals dans le domaine administratif. D'après CERN/SPC/831-CERN/CC/2520.	super	2007-01-09	Odile Martin	2009-01-22
_39	Bodies/organisations			Odile	2005-01-25	Odile Martin	2009-01-26	FR	p	département FI		super	2007-01-09	Odile Martin	2009-01-22
_39	Bodies/organisations			Odile	2005-01-25	Odile Martin	2009-01-26	DE	p	Finanzabteilung		super	2007-01-09	super	2007-01-09
_40	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	EN-GB	p	Finance Division		super	2007-01-09	super	2007-01-09
_40	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	EN-GB	p	FI Division		super	2007-01-09	super	2007-01-09
_40	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	FR	p	Division des finances		super	2007-01-09	super	2007-01-09
_40	Bodies/organisations			Odile	2005-01-25	Odile Martin	2007-01-02	FR	p	Division FI		super	2007-01-09	super	2007-01-09
